"Time [min]","Event Name","Chamber","Event Text","1A: O2 concentration [M]","1A: O2 slope neg. [pmol/(s*mL)]","1B: O2 concentration [M]","1B: O2 slope neg. [pmol/(s*mL)]","1: Block temp. [°C]","1: Peltier power [%]"
86.67,"","","",187.5178,7.0736,37.8987,31.3080,37.0000,12.9610
86.70,"","","",187.5206,7.0736,37.8442,31.3080,36.9990,12.9800
86.73,"","","",187.4816,7.0736,37.7765,31.3080,36.9980,13.0250
86.77,"","","",187.4689,7.1643,37.7154,31.3080,36.9980,13.0740
86.80,"","","",187.4807,7.1643,37.6458,31.3080,36.9980,13.0840
86.83,"","","",187.4761,7.1643,37.5875,31.3080,37.0000,13.0680
86.87,"","","",187.4643,7.1643,37.5292,31.3080,37.0000,13.0570
86.90,"","","",187.4816,6.9829,37.4662,31.3080,37.0010,13.0470
86.93,"","","",187.4761,6.8016,37.4051,31.3080,37.0010,13.0130
86.97,"","","",187.4453,6.7109,37.3393,31.3080,37.0010,12.9900
87.00,"","","",187.4045,6.6202,37.2810,31.3080,37.0000,13.0030
87.03,"","","",187.4072,6.6202,37.2246,31.3080,36.9990,13.0330
87.07,"","","",187.4054,6.5295,37.1550,31.3080,36.9990,13.0640
87.10,"","","",187.3646,6.5295,37.1005,31.2140,36.9990,13.1030
87.13,"","","",187.3229,6.5295,37.0394,31.2140,37.0010,13.0770
87.17,"","","",187.3247,6.4388,36.9783,31.1200,37.0020,13.0330
87.20,"","","",187.3138,6.3481,36.9106,31.1200,37.0020,12.9930
87.23,"","","",187.2929,6.3481,36.8429,31.0260,37.0030,12.9610
87.27,"","","",187.2929,6.2574,36.7846,31.0260,37.0020,12.9510
87.30,"","","",187.2884,6.1667,36.7282,31.0260,37.0020,12.9240
87.33,"","","",187.2648,6.1667,36.6708,31.0260,37.0000,12.9210
87.37,"","","",187.2585,6.1667,36.6135,31.0260,37.0020,12.8690
87.40,"","","",187.2521,6.1667,36.5542,31.0260,37.0000,12.8940
87.43,"","","",187.2476,6.1667,36.4828,31.0260,37.0000,12.8980
87.47,"","","",187.2267,6.1667,36.4207,30.9320,36.9980,12.9300
87.50,"","","",187.2322,6.1667,36.3596,30.9320,36.9970,12.9740
87.53,"","","",187.2095,6.1667,36.2957,30.9320,36.9970,13.0120
87.57,"","","",187.2022,6.1667,36.2271,30.9320,36.9970,13.0500
87.60,"","","",187.1950,6.1667,36.1697,30.9320,36.9990,13.0410
87.63,"","","",187.1506,6.1667,36.1161,30.9320,36.9990,13.0600
87.67,"","","",187.1614,6.1667,36.0484,30.9320,37.0000,13.0720
87.70,"","","",187.1605,6.0761,35.9977,30.8379,37.0000,13.0740
87.73,"","","",187.1460,5.9854,35.9365,30.7439,37.0010,13.0370
87.77,"","","",187.1351,5.8947,35.8905,30.7439,37.0010,13.0020
87.80,"","","",187.1043,5.9854,35.8218,30.6499,37.0010,13.0040
87.83,"","","",187.0916,5.9854,35.7579,30.6499,37.0000,12.9950
87.87,"","","",187.0590,6.0761,35.6996,30.6499,37.0000,12.9820
87.90,"","","",187.0435,6.1667,35.6310,30.6499,37.0010,12.9630
87.93,"","","",187.0254,6.2574,35.5755,30.6499,37.0000,12.9840
87.97,"","","",187.0027,6.4388,35.5182,30.5559,37.0010,12.9450
88.00,"","","",187.0018,6.5295,35.4533,30.5559,36.9990,12.9750
88.03,"","","",186.9764,6.5295,35.3959,30.5559,36.9990,13.0020
88.07,"","","",186.9719,6.6202,35.3386,30.4619,36.9990,13.0190
88.10,"","","",187.0100,6.6202,35.2737,30.4619,37.0000,13.0330
88.13,"","","",187.0209,6.5295,35.2192,30.4619,37.0010,12.9970
88.17,"","","",186.9973,6.5295,35.1590,30.3679,36.9990,13.0310
88.20,"","","",186.9656,6.4388,35.0998,30.3679,37.0000,13.0170
88.23,"","","",186.9492,6.3481,35.0424,30.3679,36.9990,13.0430
88.27,"","","",186.9438,6.2574,34.9898,30.2738,37.0000,13.0620
88.30,"","","",186.9030,6.1667,34.9362,30.2738,36.9990,13.1050
88.33,"","","",186.8604,6.2574,34.8732,30.1798,37.0000,13.0790
88.37,"","","",186.8531,6.3481,34.8074,30.0858,37.0010,13.0380
88.40,"","","",186.8395,6.3481,34.7359,30.0858,37.0020,13.0000
88.43,"","","",186.8105,6.3481,34.6814,30.0858,37.0010,12.9840
88.47,"","","",186.7932,6.5295,34.6316,29.9918,37.0010,12.9660
88.50,"","","",186.7806,6.6202,34.5723,29.9918,37.0000,12.9760
88.53,"","","",186.7561,6.8016,34.5103,29.9918,37.0000,12.9760
88.57,"","","",186.7524,6.8922,34.4529,29.8978,36.9990,13.0220
88.60,"","","",186.7669,6.9829,34.3918,29.8978,36.9990,13.0460
88.63,"","","",186.7769,6.8922,34.3260,29.8978,37.0000,13.0490
88.67,"","","",186.7606,6.9829,34.2724,29.8037,37.0000,13.0360
88.70,"","","",186.7207,6.9829,34.2085,29.8037,37.0000,13.0570
88.73,"","","",186.6962,7.0736,34.1474,29.8037,37.0000,13.0290
88.77,"","","",186.7044,7.0736,34.0947,29.7097,37.0010,13.0120
88.80,"","","",186.6908,7.0736,34.0421,29.7097,37.0020,12.9740
88.83,"","","",186.7035,6.9829,33.9819,29.7097,37.0000,12.9920
88.87,"","","",186.6826,6.9829,33.9114,29.7097,36.9990,13.0100
88.90,"","","",186.6654,6.8922,33.8559,29.7097,36.9990,13.0400
88.93,"","","",186.6545,6.8922,33.8042,29.7097,37.0000,13.0260
88.97,"","","",186.6472,6.8016,33.7375,29.7097,37.0010,13.0010
89.00,"","","",186.6599,6.7109,33.6792,29.7097,37.0010,12.9690
89.03,"","","",186.6518,6.6202,33.6181,29.7097,37.0010,12.9340
89.07,"","","",186.6282,6.5295,33.5664,29.7097,37.0010,12.9140
89.10,"","","",186.6028,6.4388,33.5043,29.6157,37.0000,12.9330
89.13,"","","",186.5656,6.3481,33.4319,29.6157,37.0000,12.9080
89.17,"","","",186.5103,6.4388,33.3708,29.6157,37.0000,12.9010
89.20,"","","",186.4758,6.6202,33.3134,29.7097,36.9990,12.9420
89.23,"","","",186.4876,6.7109,33.2655,29.7097,36.9980,12.9700
89.27,"","","",186.5076,6.7109,33.2110,29.6157,36.9990,12.9860
89.30,"","","",186.4731,6.8016,33.1555,29.6157,36.9990,13.0040
89.33,"","","",186.4568,6.8922,33.0869,29.6157,37.0000,12.9920
89.37,"","","",186.4495,6.9829,33.0351,29.6157,37.0000,12.9840
89.40,"","","",186.4287,7.0736,32.9769,29.6157,37.0010,12.9460
89.43,"","","",186.4169,6.9829,32.9251,29.6157,37.0000,12.9570
89.47,"","","",186.4015,6.9829,32.8584,29.6157,37.0000,12.9740
89.50,"","","",186.3951,6.8922,32.7963,29.6157,37.0000,12.9880
89.53,"","","",186.3806,6.8016,32.7399,29.6157,36.9990,13.0220
89.57,"","","",186.3761,6.8016,32.6854,29.5217,37.0000,13.0170
89.60,"","","",186.3643,6.7109,32.6356,29.5217,36.9990,13.0440
89.63,"","","",186.3271,6.7109,32.5679,29.5217,37.0010,12.9980
89.67,"","","",186.3307,6.7109,32.5115,29.4277,37.0020,12.9470
89.70,"","","",186.3625,6.7109,32.4541,29.4277,37.0010,12.9380
89.73,"","","",186.3534,6.6202,32.3911,29.4277,37.0000,12.9300
89.77,"","","",186.3190,6.6202,32.3413,29.4277,36.9990,12.9580
89.80,"","","",186.3135,6.6202,32.2858,29.3337,36.9990,12.9950
89.83,"","","",186.3108,6.6202,32.2200,29.3337,37.0000,12.9930
89.87,"","","",186.2827,6.7109,32.1617,29.3337,37.0010,12.9760
89.90,"","","",186.2555,6.7109,32.1034,29.2396,37.0000,13.0020
89.93,"","","",186.2382,6.8016,32.0489,29.2396,37.0000,13.0010
89.97,"","","",186.2237,6.7109,31.9793,29.2396,37.0000,13.0200
90.00,"","","",186.2346,6.7109,31.9154,29.2396,37.0000,13.0370
90.03,"","","",186.2346,6.6202,31.8674,29.2396,37.0010,13.0100
90.07,"","","",186.2274,6.6202,31.8054,29.2396,37.0000,12.9960
90.10,"","","",186.1893,6.6202,31.7565,29.2396,37.0000,13.0220
90.13,"","","",186.1675,6.6202,31.7010,29.1456,37.0000,13.0200
90.17,"","","",186.1367,6.6202,31.6418,29.1456,37.0000,13.0060
90.20,"","","",186.0995,6.6202,31.5835,29.1456,36.9990,13.0230
90.23,"","","",186.1185,6.6202,31.5299,29.1456,37.0000,12.9990
90.27,"","","",186.1358,6.5295,31.4754,29.0516,37.0000,13.0150
90.30,"","","",186.1294,6.4388,31.4171,29.0516,37.0010,12.9720
90.33,"","","",186.1430,6.2574,31.3710,28.9576,37.0000,12.9850
90.37,"","","",186.1439,5.9854,31.3071,28.9576,37.0000,13.0040
90.40,"","","",186.1049,5.8947,31.2507,28.8636,37.0000,12.9790
90.43,"","","",186.0632,5.8040,31.1886,28.8636,37.0000,12.9910
90.47,"","","",186.0369,5.8040,31.1379,28.8636,37.0010,12.9560
90.50,"","","",186.0097,5.8947,31.0730,28.8636,37.0000,12.9640
90.53,"","","",185.9689,6.0761,31.0307,28.8636,37.0000,12.9360
90.57,"","","",185.9508,6.1667,30.9987,28.7695,36.9990,12.9910
90.60,"","","",185.9489,6.2574,30.9667,28.5815,36.9990,13.0090
90.63,"","","",185.9544,6.3481,30.9404,28.3935,37.0010,12.9630
90.67,"","","",185.9435,6.3481,30.9273,28.2054,37.0000,12.9460
90.70,"","","",185.9208,6.4388,30.9113,27.8294,37.0010,12.9230
90.73,"","","",185.9208,6.5295,30.8991,27.4533,37.0000,12.9430
90.77,"","","",185.9363,6.5295,30.8784,26.9832,36.9990,12.9750
90.80,"","","",185.9353,6.5295,30.8549,26.6071,36.9990,12.9990
90.83,"","","",185.9072,6.5295,30.8379,26.0430,37.0000,13.0250
90.87,"","","",185.9063,6.5295,30.8248,25.4789,37.0010,12.9850
90.90,"","","",185.8936,6.5295,30.7985,24.9148,37.0010,12.9570
90.93,"","","",185.8954,6.5295,30.7815,24.3507,37.0000,12.9730
90.97,"","","",185.8818,6.5295,30.7627,23.6926,36.9990,13.0000
91.00,"","","",185.8564,6.5295,30.7552,23.0344,36.9990,13.0220
91.03,"","","",185.8265,6.5295,30.7383,22.2823,37.0010,13.0070
91.07,"","","",185.8401,6.4388,30.7270,21.5302,37.0000,12.9710
91.10,"","","",185.8292,6.3481,30.7167,20.7780,37.0000,12.9470
91.13,"","","",185.8247,6.2574,30.6922,20.0259,37.0000,12.9600
91.17,"","","",185.8156,6.1667,30.6725,19.2737,37.0010,12.9400
91.20,"","","",185.8111,6.0761,30.6527,18.5216,37.0000,12.9700
91.23,"","","",185.8193,5.9854,30.6358,17.7694,36.9990,12.9880
91.27,"light off","Both","",185.7766,5.8947,30.6330,17.0173,36.9980,13.0190
91.30,"","","",185.7404,5.9854,30.6095,16.2651,36.9980,13.0520
91.33,"","","",185.7358,5.8947,30.6020,15.5130,36.9990,13.0600
91.37,"","","",185.7295,5.8947,30.5832,14.8549,36.9990,13.0930
91.40,"","","",185.7204,5.8040,30.5719,14.1027,37.0000,13.0730
91.43,"","","",185.7186,5.7133,30.5465,13.4446,37.0030,13.0180
91.47,"","","",185.7231,5.6226,30.5361,12.7865,37.0010,13.0270
91.50,"","","",185.7150,5.6226,30.5202,12.1283,36.9990,13.0650
91.53,"","","",185.7041,5.6226,30.5108,11.5642,36.9980,13.0920
91.57,"","","",185.7068,5.5319,30.4967,10.9061,36.9990,13.1060
91.60,"","","",185.6705,5.4412,30.4816,10.4360,37.0000,13.1250
91.63,"","","",185.6597,5.4412,30.4600,9.8719,37.0000,13.1530
91.67,"","","",185.6787,5.2599,30.4544,9.4018,37.0000,13.1320
91.70,"","","",185.6932,4.9878,30.4431,9.0257,37.0010,13.0980
91.73,"","","",185.6660,4.8064,30.4280,8.6497,37.0020,13.0470
91.77,"","","",185.6597,4.6251,30.4139,8.3676,37.0020,13.0360
91.80,"","","",185.6297,4.6251,30.3970,8.0856,37.0020,13.0050
91.83,"","","",185.5880,4.6251,30.3876,7.9915,37.0010,12.9970
91.87,"","","",185.5989,4.7157,30.3782,7.8035,37.0000,13.0080
91.90,"","","",185.5916,4.7157,30.3603,7.7095,36.9990,13.0310
91.93,"","","",185.5798,4.8064,30.3472,7.6155,37.0010,12.9940
91.97,"","","",185.6016,4.8064,30.3359,7.6155,37.0000,12.9920
92.00,"","","",185.5735,4.8064,30.3237,7.5214,36.9990,13.0120
92.03,"","","",185.5445,4.8971,30.3011,7.4274,36.9980,13.0510
92.07,"","","",185.5372,4.8971,30.2795,7.4274,36.9990,13.0670
92.10,"","","",185.4964,4.9878,30.2701,7.3334,36.9980,13.1100
92.13,"","","",185.4665,5.0785,30.2597,7.3334,36.9990,13.1090
92.17,"","","",185.5200,5.0785,30.2466,7.2394,37.0010,13.0790
92.20,"","","",185.5508,4.9878,30.2400,7.2394,37.0010,13.0520
92.23,"","","",185.5155,4.8971,30.2184,7.1454,37.0000,13.0280
92.27,"","","",185.4819,4.8971,30.2071,7.1454,37.0000,13.0660
92.30,"","","",185.4610,4.8971,30.2005,7.1454,36.9990,13.1080
92.33,"","","",185.4574,4.8971,30.1845,7.0514,37.0000,13.0920
92.37,"","","",185.4456,4.9878,30.1657,7.0514,37.0000,13.0640
92.40,"","","",185.3858,5.0785,30.1695,6.9573,37.0000,13.0600
92.43,"","","",185.3885,5.1692,30.1497,6.9573,36.9980,13.1160
92.47,"","","",185.4066,5.1692,30.1384,6.8633,37.0000,13.0950
92.50,"","","",185.4130,5.1692,30.1347,6.7693,36.9990,13.1340
92.53,"","","",185.4039,5.0785,30.1234,6.7693,37.0000,13.1580
92.57,"","","",185.3985,4.9878,30.1008,6.7693,37.0000,13.1620
92.60,"","","",185.3776,4.9878,30.0839,6.6753,37.0000,13.1710
92.63,"","","",185.3522,5.0785,30.0764,6.6753,37.0020,13.1270
92.67,"","","",185.3277,5.1692,30.0642,6.6753,37.0010,13.1220
92.70,"","","",185.3286,5.2599,30.0567,6.5813,37.0000,13.1310
92.73,"","","",185.3404,5.3506,30.0444,6.5813,37.0000,13.1120
92.77,"","","",185.3441,5.3506,30.0369,6.4873,37.0000,13.0890
92.80,"","","",185.3305,5.2599,30.0256,6.4873,36.9990,13.1180
92.83,"","","",185.2933,5.2599,30.0049,6.3932,36.9990,13.1200
92.87,"","","",185.3033,5.2599,29.9927,6.3932,36.9990,13.1680
92.90,"","","",185.2824,5.2599,29.9946,6.3932,37.0000,13.1610
92.93,"","","",185.2715,5.2599,29.9739,6.2992,36.9990,13.1970
92.97,"","","",185.2751,5.2599,29.9579,6.2992,37.0000,13.2060
93.00,"","","",185.2643,5.2599,29.9467,6.2992,37.0000,13.2070
93.03,"","","",185.2479,5.1692,29.9429,6.2052,37.0010,13.1760
93.07,"","","",185.2371,5.0785,29.9391,6.2052,37.0010,13.1510
93.10,"","","",185.2497,4.9878,29.9344,6.1112,37.0000,13.1280
93.13,"","","",185.2679,4.8971,29.9128,6.0172,37.0000,13.1460
93.17,"","","",185.2497,4.8064,29.9015,6.0172,36.9980,13.1910
93.20,"","","",185.2216,4.8064,29.8978,5.9231,36.9990,13.1970
93.23,"","","",185.2198,4.7157,29.8808,5.9231,37.0010,13.1620
93.27,"","","",185.2126,4.7157,29.8583,5.8291,37.0010,13.1590
93.30,"","","",185.2307,4.5344,29.8498,5.8291,36.9990,13.1960
93.33,"","","",185.2407,4.3530,29.8442,5.7351,37.0000,13.2030
93.37,"","","",185.2008,4.2623,29.8310,5.7351,36.9990,13.2360
93.40,"","","",185.1890,4.2623,29.8216,5.7351,37.0010,13.1940
93.43,"","","",185.1799,4.2623,29.8037,5.7351,37.0000,13.2040
93.47,"","","",185.1482,4.2623,29.8066,5.7351,36.9990,13.2280
93.50,"","","",185.1255,4.2623,29.8094,5.6411,36.9980,13.2670
93.53,"","","",185.1101,4.1716,29.7981,5.5471,36.9990,13.2750
93.57,"","","",185.0774,4.2623,29.7774,5.5471,37.0010,13.2530
93.60,"","","",185.0584,4.2623,29.7690,5.5471,37.0000,13.2520
93.63,"","","",185.0348,4.4437,29.7567,5.5471,37.0010,13.2200
93.67,"","","",185.0348,4.4437,29.7436,5.4531,37.0020,13.1790
93.70,"","","",185.0285,4.5344,29.7370,5.4531,37.0010,13.1740
93.73,"","","",185.0067,4.7157,29.7295,5.4531,37.0010,13.1560
93.77,"","","",185.0049,4.8971,29.7248,5.3590,36.9990,13.1880
93.80,"","","",185.0276,4.8971,29.7144,5.3590,36.9990,13.2100
93.83,"","","",185.0348,4.8971,29.7022,5.2650,37.0000,13.2090
93.87,"","","",185.0149,4.8971,29.6947,5.2650,37.0010,13.1830
93.90,"","","",185.0112,4.8971,29.6919,5.1710,37.0020,13.1390
93.93,"","","",185.0294,4.8064,29.6759,5.1710,37.0020,13.1110
93.97,"","","",185.0348,4.8064,29.6646,5.1710,37.0000,13.1180
94.00,"","","",185.0076,4.8064,29.6693,5.0770,36.9990,13.1400
94.03,"","","",184.9958,4.8064,29.6561,4.9830,37.0000,13.1680
94.07,"","","",184.9886,4.8064,29.6392,4.9830,36.9990,13.1890
94.10,"","","",184.9722,4.7157,29.6336,4.9830,37.0000,13.1970
94.13,"","","",184.9305,4.8064,29.6279,4.8889,37.0000,13.1780
94.17,"","","",184.9251,4.8064,29.6185,4.8889,37.0010,13.1430
94.20,"","","",184.9595,4.8064,29.6101,4.7949,37.0010,13.1130
94.23,"","","",184.9351,4.8064,29.6035,4.7949,37.0000,13.1160
94.27,"","","",184.9015,4.8971,29.5837,4.7949,36.9990,13.1460
94.30,"","","",184.9160,4.8971,29.5668,4.7949,36.9990,13.1830
94.33,"","","",184.9033,4.8971,29.5602,4.7949,36.9990,13.1990
94.37,"","","",184.8807,4.8971,29.5593,4.7009,36.9990,13.2370
94.40,"","","",184.8544,4.9878,29.5555,4.7009,36.9990,13.2610
94.43,"","","",184.8290,4.9878,29.5508,4.6069,36.9990,13.2800
94.47,"","","",184.8018,5.0785,29.5433,4.6069,36.9990,13.3040
94.50,"","","",184.8063,5.0785,29.5367,4.5129,37.0000,13.2910
94.53,"","","",184.7891,5.1692,29.5198,4.5129,37.0020,13.2410
94.57,"","","",184.7936,5.1692,29.5123,4.5129,37.0020,13.2170
94.60,"","","",184.7510,5.2599,29.5113,4.4189,37.0010,13.2030
94.63,"","","",184.7682,5.1692,29.5066,4.4189,37.0010,13.1650
94.67,"","","",184.7800,5.0785,29.4925,4.4189,37.0010,13.1330
94.70,"","","",184.7827,4.9878,29.4803,4.4189,36.9990,13.1790
94.73,"","","",184.7700,4.8971,29.4700,4.4189,37.0000,13.1640
94.77,"","","",184.7501,4.8064,29.4512,4.4189,36.9990,13.2030
94.80,"","","",184.7292,4.8064,29.4455,4.4189,36.9990,13.2520
94.83,"","","",184.7292,4.8064,29.4333,4.4189,36.9980,13.2720
94.87,"","","",184.7328,4.7157,29.4314,4.4189,37.0000,13.2780
94.90,"","","",184.7256,4.7157,29.4164,4.4189,37.0000,13.2760
94.93,"","","",184.7356,4.7157,29.4126,4.4189,37.0010,13.2450
94.97,"","","",184.7029,4.8064,29.4051,4.4189,37.0020,13.2200
95.00,"","","",184.6430,4.9878,29.3929,4.4189,37.0020,13.1940
95.03,"","","",184.6059,5.1692,29.3882,4.4189,37.0010,13.1730
95.07,"","","",184.5968,5.3506,29.3722,4.4189,37.0000,13.1940
95.10,"","","",184.6004,5.5319,29.3844,4.4189,37.0000,13.1830
95.13,"","","",184.6494,5.5319,29.3816,4.3248,37.0000,13.2020
95.17,"","","",184.6476,5.5319,29.3600,4.3248,36.9990,13.2200
95.20,"","","",184.6004,5.5319,29.3543,4.3248,36.9990,13.2460
95.23,"","","",184.6050,5.5319,29.3374,4.3248,36.9990,13.2740
95.27,"","","",184.6031,5.5319,29.3355,4.3248,36.9990,13.3020
95.30,"","","",184.6004,5.3506,29.3261,4.3248,37.0000,13.2970
95.33,"","","",184.6031,5.2599,29.3167,4.3248,37.0010,13.2480
95.37,"","","",184.5787,5.1692,29.3092,4.3248,36.9980,13.3250
95.40,"","","",184.5805,5.0785,29.2970,4.3248,36.9980,13.3480
95.43,"","","",184.5478,5.0785,29.2979,4.2308,36.9980,13.3700
95.47,"","","",184.5242,5.0785,29.2848,4.2308,36.9990,13.3890
95.50,"","","",184.5279,5.0785,29.2829,4.2308,37.0010,13.3640
95.53,"","","",184.5415,4.9878,29.2735,4.2308,37.0010,13.3380
95.57,"","","",184.5433,4.8064,29.2660,4.1368,37.0020,13.3060
95.60,"","","",184.5252,4.7157,29.2547,4.1368,37.0000,13.3010
95.63,"","","",184.5034,4.7157,29.2519,4.1368,37.0000,13.3250
95.67,"","","",184.4925,4.6251,29.2443,4.1368,37.0010,13.2850
95.70,"","","",184.4925,4.5344,29.2359,4.1368,37.0010,13.2560
95.73,"","","",184.5025,4.4437,29.2368,4.1368,37.0010,13.2340
95.77,"","","",184.5188,4.3530,29.2265,4.0428,36.9990,13.2620
95.80,"","","",184.5043,4.2623,29.2199,4.0428,36.9980,13.3110
95.83,"","","",184.4626,4.2623,29.1964,4.0428,36.9990,13.3150
95.87,"","","",184.4580,4.2623,29.1851,4.0428,37.0000,13.3200
95.90,"","","",184.4544,4.2623,29.1795,4.0428,37.0000,13.3320
95.93,"","","",184.4218,4.3530,29.1795,4.0428,36.9990,13.3520
95.97,"","","",184.4054,4.3530,29.1719,3.9488,37.0000,13.3520
96.00,"","","",184.4018,4.3530,29.1607,3.9488,37.0010,13.3220
96.03,"","","",184.4027,4.3530,29.1569,3.9488,37.0000,13.3340
96.07,"","","",184.4127,4.2623,29.1560,3.8547,37.0000,13.3440
96.10,"","","",184.4036,4.1716,29.1466,3.8547,37.0010,13.3100
96.13,"","","",184.3873,4.1716,29.1372,3.8547,37.0020,13.2810
96.17,"","","",184.3828,4.1716,29.1231,3.8547,36.9990,13.3190
96.20,"","","",184.3601,4.0809,29.1165,3.8547,37.0000,13.3270
96.23,"","","",184.3311,4.0809,29.1071,3.8547,37.0010,13.2740
96.27,"","","",184.3365,3.9902,29.1005,3.8547,36.9990,13.3170
96.30,"","","",184.3628,3.8996,29.0995,3.8547,37.0000,13.3120
96.33,"","","",184.3338,3.9902,29.1024,3.8547,37.0000,13.2960
96.37,"","","",184.3148,4.0809,29.0986,3.8547,36.9990,13.3220
96.40,"","","",184.3329,4.1716,29.0873,3.8547,37.0000,13.3320
96.43,"","","",184.3383,4.1716,29.0817,3.7607,37.0000,13.3110
96.47,"","","",184.3256,4.1716,29.0751,3.7607,37.0000,13.3010
96.50,"","","",184.3157,4.0809,29.0713,3.6667,37.0010,13.2810
96.53,"","","",184.3048,4.0809,29.0610,3.6667,37.0010,13.2600
96.57,"","","",184.3012,4.0809,29.0460,3.6667,37.0000,13.2800
96.60,"","","",184.2694,4.0809,29.0431,3.6667,37.0000,13.2670
96.63,"","","",184.2549,4.0809,29.0328,3.5727,37.0000,13.2740
96.67,"","","",184.2477,4.0809,29.0272,3.5727,37.0010,13.2510
96.70,"","","",184.2449,4.0809,29.0281,3.5727,36.9990,13.2900
96.73,"","","",184.2531,3.9902,29.0196,3.5727,37.0000,13.2900
96.77,"","","",184.2531,3.9902,29.0140,3.5727,36.9990,13.3210
96.80,"","","",184.2322,4.0809,29.0055,3.4787,36.9990,13.3490
96.83,"","","",184.2304,4.0809,28.9858,3.4787,37.0000,13.3470
96.87,"","","",184.2522,3.9902,28.9811,3.4787,37.0000,13.3690
96.90,"","","",184.2295,3.8996,28.9783,3.4787,37.0000,13.3610
96.93,"","","",184.2177,3.8996,28.9632,3.4787,37.0010,13.3320
96.97,"","","",184.1851,3.8996,28.9576,3.4787,37.0000,13.3240
97.00,"","","",184.1552,3.9902,28.9529,3.4787,37.0010,13.2850
97.03,"","","",184.1597,3.9902,28.9397,3.4787,37.0010,13.2630
97.07,"","","",184.1660,3.9902,28.9284,3.4787,37.0010,13.2230
97.10,"","","",184.1570,3.8996,28.9247,3.4787,37.0000,13.2190
97.13,"","","",184.1171,3.8996,28.9322,3.4787,36.9990,13.2630
97.17,"","","",184.1225,3.8996,28.9275,3.4787,37.0000,13.2660
97.20,"","","",184.1143,3.9902,28.9172,3.4787,36.9990,13.2960
97.23,"","","",184.0971,3.9902,28.9068,3.4787,37.0010,13.2430
97.27,"","","",184.0908,4.0809,28.9012,3.4787,37.0030,13.2130
97.30,"","","",184.0908,4.0809,28.8946,3.4787,37.0020,13.1960
97.33,"","","",184.0690,4.1716,28.8833,3.4787,37.0000,13.1970
97.37,"","","",184.0627,4.2623,28.8711,3.5727,37.0000,13.1830
97.40,"","","",184.0509,4.2623,28.8589,3.5727,36.9990,13.2260
97.43,"","","",184.0309,4.3530,28.8617,3.5727,36.9980,13.2910
97.47,"","","",184.0318,4.4437,28.8504,3.5727,36.9980,13.2770
97.50,"","","",184.0636,4.3530,28.8438,3.5727,36.9980,13.3240
97.53,"","","",184.0654,4.3530,28.8410,3.5727,36.9980,13.3420
97.57,"","","",184.0554,4.3530,28.8363,3.6667,36.9980,13.3690
97.60,"","","",184.0291,4.4437,28.8278,3.6667,36.9990,13.4060
97.63,"","","",184.0019,4.4437,28.8128,3.6667,37.0010,13.3670
97.67,"","","",183.9810,4.4437,28.8072,3.6667,37.0000,13.3620
97.70,"","","",183.9783,4.5344,28.7996,3.6667,37.0010,13.3240
97.73,"","","",183.9783,4.5344,28.8062,3.6667,37.0020,13.2730
97.77,"","","",183.9810,4.5344,28.7921,3.6667,37.0040,13.2300
97.80,"","","",183.9593,4.5344,28.7874,3.6667,37.0020,13.2100
97.83,"","","",183.9665,4.4437,28.7818,3.5727,37.0020,13.2010
97.87,"","","",183.9765,4.3530,28.7780,3.5727,37.0010,13.1940
97.90,"","","",183.9928,4.2623,28.7592,3.5727,36.9990,13.2400
97.93,"","","",183.9529,4.2623,28.7479,3.5727,36.9990,13.2500
97.97,"","","",183.9185,4.2623,28.7498,3.5727,36.9990,13.2940
98.00,"","","",183.8931,4.3530,28.7498,3.5727,36.9980,13.3230
98.03,"","","",183.8595,4.4437,28.7404,3.5727,37.0000,13.3170
98.07,"","","",183.8595,4.5344,28.7376,3.4787,37.0010,13.2750
98.10,"","","",183.8731,4.5344,28.7244,3.4787,36.9990,13.3220
98.13,"","","",183.8677,4.5344,28.7178,3.4787,37.0000,13.3390
98.17,"","","",183.8604,4.5344,28.7150,3.4787,36.9990,13.3700
98.20,"","","",183.8314,4.4437,28.7094,3.4787,37.0010,13.3380
98.23,"","","",183.8151,4.4437,28.6953,3.3847,37.0010,13.3090
98.27,"","","",183.8577,4.3530,28.6812,3.4787,37.0010,13.2920
98.30,"","","",183.8577,4.3530,28.6746,3.4787,37.0000,13.3250
98.33,"","","",183.8405,4.3530,28.6736,3.4787,37.0000,13.3230
98.37,"","","",183.8631,4.2623,28.6689,3.4787,36.9990,13.3550
98.40,"","","",183.8495,4.1716,28.6661,3.4787,37.0000,13.3520
